Type,From,To
Dependency,API Gateway,Presence Service
Dependency,API Gateway,Friends Service
Dependency,API Gateway,Store Service
Dependency,API Gateway,Loot Service
Dependency,API Gateway,Patch Distribution Service
Dependency,API Gateway,Static Data Service
Dependency,Chat Service,Riot Messaging Service
Dependency,Presence Service,Riot Messaging Service
Dependency,Friends Service,Player Profile Service
Dependency,Riot Messaging Service,Notification Service
Dependency,Riot Messaging Service,Message Queue
Dependency,Player Profile Service,Player Database Primary
Dependency,Player Profile Service,Player Database Replica
Dependency,Player Profile Service,Cache Layer
Dependency,Player Database Primary,Player Database Replica
Dependency,Stats Service,Player Database Primary
Dependency,Stats Service,Match History Database
Dependency,Ranked Service,Player Database Primary
Dependency,Ranked Service,Cache Layer
Dependency,Match History Service,Match History Database
Dependency,Match History Service,Cache Layer
Dependency,Match History Service,Stats Service
Dependency,End of Game Service,Stats Service
Dependency,End of Game Service,Ranked Service
Dependency,End of Game Service,Match History Service
Dependency,End of Game Service,Player Profile Service
Dependency,End of Game Service,Loot Service
Dependency,End of Game Service,Notification Service
Dependency,End of Game Service,Message Queue
Dependency,Store Service,Payment Service
Dependency,Payment Service,Transaction Service
Dependency,Transaction Service,Player Database Primary
Dependency,Loot Service,Loot Database
Dependency,Loot Service,Player Profile Service
Dependency,rCluster,OpenContrail SDN
Dependency,rCluster,Service Mesh
Dependency,Service Mesh,RiotSignOn
Dependency,Service Mesh,Matchmaking Service
Dependency,Service Mesh,Player Profile Service
Dependency,Service Mesh,Store Service
Dependency,Service Mesh,Chat Service
Dependency,Static Data Service,Configuration Service
Dependency,Configuration Service,Feature Flags Service
Dependency,Secrets Management,RiotSignOn
Dependency,Secrets Management,Player Database Primary
Dependency,Secrets Management,Payment Service
Dependency,Telemetry Service,Log Aggregation
Dependency,Log Aggregation,Monitoring Service
Dependency,Monitoring Service,Alerting Service
Dependency,Crash Reporting Service,Log Aggregation
Dependency,Anti-Cheat Backend,Log Aggregation
Dependency,Clash Service,Matchmaking Service
Dependency,Clash Service,Player Profile Service
Dependency,Clash Service,Riot Messaging Service
Dependency,A/B Testing Service,Feature Flags Service
Dependency,A/B Testing Service,Player Profile Service
