Type,From,To
Hosted-on,Ranked Service,AWS Compute Services
Hosted-on,Friends Service,AWS Compute Services
Hosted-on,Presence Service,AWS Compute Services
Hosted-on,Chat Service,AWS Compute Services
Hosted-on,Voice Chat Service,AWS Compute Services
Hosted-on,Notification Service,AWS Compute Services
Hosted-on,Item Shop Service,AWS Compute Services
Hosted-on,Battle Pass Service,AWS Compute Services
Hosted-on,Cosmetics Service,AWS Compute Services
Hosted-on,Apex Coins Service,AWS Compute Services
Hosted-on,Payment Gateway,AWS Compute Services
Hosted-on,Anti-Cheat Service,AWS Compute Services
Hosted-on,Moderation Service,AWS Compute Services
Hosted-on,Player Report Service,AWS Compute Services
Hosted-on,Game Update Service,AWS Compute Services
Hosted-on,Analytics Pipeline,AWS Compute Services
Hosted-on,Config Service,AWS Compute Services
Hosted-on,Feature Flags,AWS Compute Services
Hosted-on,Event Bus,AWS Compute Services
Hosted-on,Log Aggregation,AWS Compute Services
Hosted-on,Club Service,AWS Compute Services
Hosted-on,Leaderboard Service,AWS Compute Services
Hosted-on,Secret Management Service,AWS Compute Services
Hosted-on,Game State Manager,AWS Compute Services
Hosted-on,Inventory Service,AWS Compute Services
Hosted-on,Player Profile Service,AWS Compute Services
Hosted-on,Game Server NA,EA Co-location Single DC
Hosted-on,Game Server EU,EA Co-location Single DC
Hosted-on,Game Server AP,EA Co-location Single DC
Hosted-on,Game Server SA,EA Co-location Single DC
Hosted-on,EA Account Service,AWS DynamoDB On-Demand
Hosted-on,Player Profile Service,AWS DynamoDB On-Demand
Hosted-on,Inventory Service,AWS DynamoDB On-Demand
Hosted-on,Friends Service,AWS DynamoDB On-Demand
Hosted-on,Player Stats Service,AWS Aurora Single Region
Hosted-on,Ranked Service,AWS Aurora Single Region
Hosted-on,Leaderboard Service,AWS Aurora Single Region
Hosted-on,Session Manager,AWS ElastiCache Single Node
Hosted-on,Presence Service,AWS ElastiCache Single Node
Hosted-on,Matchmaking Service,AWS ElastiCache Single Node
Hosted-on,Game State Manager,AWS ElastiCache Single Node
Hosted-on,Asset Service,AWS S3 Storage
Hosted-on,Asset Service,AWS Compute Services
Hosted-on,Analytics Pipeline,AWS S3 Storage
Hosted-on,Game Update Service,AWS S3 Storage
Hosted-on,Telemetry Collector,AWS Kinesis Stream
Hosted-on,Analytics Pipeline,AWS Kinesis Stream
Hosted-on,Telemetry Collector,AWS Compute Services
Hosted-on,Notification Service,AWS EventBridge
Hosted-on,Event Bus,AWS EventBridge
Hosted-on,Log Aggregation,AWS CloudWatch
Hosted-on,Monitoring Service,AWS CloudWatch
Hosted-on,Monitoring Service,Datadog Pro
Hosted-on,Telemetry Collector,Datadog Pro
Hosted-on,Incident Alert Service,PagerDuty
Hosted-on,Monitoring Service,PagerDuty
Hosted-on,Payment Gateway,Stripe Payments
Hosted-on,Apex Coins Service,Stripe Payments
