Type,From,To
Hosted-on,Friends Service,AWS DynamoDB Global
Hosted-on,Friends Service,AWS Compute Services
Hosted-on,Presence Service,AWS MemoryDB Multi-Region
Hosted-on,Squad Service,AWS Compute Services
Hosted-on,Chat Service,AWS Compute Services
Hosted-on,Voice Chat Service,AWS EC2 Game Fleet
Hosted-on,Voice Chat Service,AWS NLB
Hosted-on,Notification Service,AWS SQS
Hosted-on,Notification Service,AWS Compute Services
Hosted-on,Player Report Service,AWS Compute Services
Hosted-on,Item Shop Service,AWS Compute Services
Hosted-on,Item Shop Service,AWS Aurora Global
Hosted-on,V-Bucks Service,AWS Compute Services
Hosted-on,V-Bucks Service,AWS Aurora Global
Hosted-on,Payment Gateway,AWS Compute Services
Hosted-on,Payment Gateway,Stripe Payments
Hosted-on,Battle Pass Service,AWS Compute Services
Hosted-on,Battle Pass Service,AWS DynamoDB Global
Hosted-on,Inventory Service,AWS DynamoDB Global
Hosted-on,Inventory Service,AWS Compute Services
Hosted-on,Cosmetics Service,AWS Compute Services
Hosted-on,Achievement Service,AWS DynamoDB Global
Hosted-on,Achievement Service,AWS Compute Services
Hosted-on,Cloud Save Service,AWS S3 Storage
Hosted-on,Cloud Save Service,AWS Compute Services
Hosted-on,Live Events Service,AWS Compute Services
Hosted-on,Content Delivery Service,AWS CloudFront
Hosted-on,Asset Service,AWS S3 Storage
Hosted-on,Game Update Service,AWS S3 Storage
Hosted-on,Tournament Service,AWS Compute Services
Hosted-on,Leaderboard Service,AWS ElastiCache Cluster
Hosted-on,Leaderboard Service,AWS Compute Services
Hosted-on,Player Stats Service,AWS Aurora Global
Hosted-on,Player Stats Service,AWS Compute Services
Hosted-on,Replay Service,AWS S3 Storage
Hosted-on,Moderation Service,AWS Compute Services
Hosted-on,Telemetry Collector,AWS Kinesis Stream
Hosted-on,Analytics Pipeline,AWS Compute Services
Hosted-on,Analytics Pipeline,AWS MSK Kafka
Hosted-on,Event Bus,AWS EventBridge
Hosted-on,Config Service,AWS Compute Services
Hosted-on,Feature Flags,AWS Compute Services
Hosted-on,Secret Management,AWS Secrets Manager
Hosted-on,Log Aggregation,AWS CloudWatch
Hosted-on,Log Aggregation,AWS OpenSearch
Hosted-on,Monitoring Service,Datadog Enterprise
Hosted-on,Incident Alert Service,PagerDuty
