Type,From,To
Hosted-on,Session Manager,AWS ElastiCache Single Node
Hosted-on,Session Manager,AWS Compute Services
Hosted-on,Age Verification Service,AWS Compute Services
Hosted-on,Game Server NA,Roblox Co-location Single DC
Hosted-on,Game Server EU,Roblox Co-location Single DC
Hosted-on,Game Server AP,Roblox Co-location Single DC
Hosted-on,Studio Backend,Roblox Co-location Single DC
Hosted-on,Studio Backend,AWS Compute Services
Hosted-on,Game Server Manager,AWS Compute Services
Hosted-on,Avatar Service,AWS DynamoDB On-Demand
Hosted-on,Avatar Service,AWS Compute Services
Hosted-on,Asset Service,AWS S3 Storage
Hosted-on,Asset Service,AWS Compute Services
Hosted-on,Catalog Service,MongoDB Atlas M30+
Hosted-on,Catalog Service,AWS Compute Services
Hosted-on,Friends Service,AWS DynamoDB On-Demand
Hosted-on,Friends Service,AWS Compute Services
Hosted-on,Chat Service,AWS Compute Services
Hosted-on,Group Service,AWS Compute Services
Hosted-on,Notification Service,AWS EventBridge
Hosted-on,Notification Service,AWS Compute Services
Hosted-on,Presence Service,AWS ElastiCache Single Node
Hosted-on,Presence Service,AWS Compute Services
Hosted-on,Feed Service,AWS Compute Services
Hosted-on,Safety Filter,AWS Compute Services
Hosted-on,Robux Service,AWS DynamoDB On-Demand
Hosted-on,Robux Service,AWS Compute Services
Hosted-on,Marketplace Service,AWS Compute Services
Hosted-on,Trade Service,AWS Compute Services
Hosted-on,Premium Subscription Service,AWS Compute Services
Hosted-on,Premium Subscription Service,Stripe Payments
Hosted-on,Developer Exchange Service,AWS Compute Services
Hosted-on,Payment Gateway,AWS Compute Services
Hosted-on,Payment Gateway,Stripe Payments
Hosted-on,Moderation Service,AWS Compute Services
Hosted-on,Player Report Service,AWS Compute Services
Hosted-on,Game Discovery Service,AWS Compute Services
Hosted-on,Badge Service,MongoDB Atlas M30+
Hosted-on,Badge Service,AWS Compute Services
Hosted-on,Game Pass Service,AWS Compute Services
Hosted-on,Leaderboard Service,AWS Compute Services
Hosted-on,Game State Service,AWS Compute Services
Hosted-on,Telemetry Collector,AWS Kinesis Stream
Hosted-on,Telemetry Collector,Datadog Pro
Hosted-on,Telemetry Collector,AWS Compute Services
Hosted-on,Analytics Pipeline,AWS Kinesis Stream
Hosted-on,Analytics Pipeline,AWS S3 Storage
Hosted-on,Analytics Pipeline,AWS Compute Services
Hosted-on,Event Bus,AWS EventBridge
Hosted-on,Event Bus,AWS Compute Services
Hosted-on,Log Aggregation,AWS CloudWatch
Hosted-on,Log Aggregation,AWS Compute Services
Hosted-on,Monitoring Service,AWS CloudWatch
Hosted-on,Monitoring Service,Datadog Pro
Hosted-on,Monitoring Service,PagerDuty
Hosted-on,Incident Alert Service,PagerDuty
Hosted-on,Incident Alert Service,AWS Compute Services
Hosted-on,Config Service,AWS Compute Services
Hosted-on,Feature Flags,AWS Compute Services
