Type,From,To
Hosted-on,Monitoring & Alerting,Datadog Observability
Hosted-on,Monitoring & Alerting,AWS CloudWatch
Hosted-on,Secret Management Service,AWS Secrets Manager
Hosted-on,Replay Service,AWS S3 Assets
Dependency,LoL Client,DDoS Mitigation Layer
Dependency,DDoS Mitigation Layer,Riot Direct Network
Dependency,Riot Direct Network,OpenContrail SDN
Dependency,OpenContrail SDN,Global Load Balancer
Dependency,Riot Sign On (RSO),Summoner Profile Service
Dependency,Riot Sign On (RSO),Secret Management Service
Dependency,Matchmaking Queue NA,Champion Select Service
Dependency,Matchmaking Queue NA,Ranked LP Service
Dependency,Matchmaking Queue NA,Summoner Profile Service
Dependency,Matchmaking Queue NA,Game Server Manager
Dependency,Matchmaking Queue EU,Champion Select Service
Dependency,Matchmaking Queue EU,Ranked LP Service
Dependency,Matchmaking Queue EU,Summoner Profile Service
Dependency,Matchmaking Queue EU,Game Server Manager
Dependency,Matchmaking Queue KR,Champion Select Service
Dependency,Matchmaking Queue KR,Ranked LP Service
Dependency,Matchmaking Queue KR,Summoner Profile Service
Dependency,Matchmaking Queue KR,Game Server Manager
Dependency,Champion Select Service,Summoner Profile Service
Dependency,Champion Select Service,Champion Data Service
Dependency,Game Server Manager,Game Server NA-1
Dependency,Game Server Manager,Game Server NA-2
Dependency,Game Server Manager,Game Server EU-1
Dependency,Game Server Manager,Game Server EU-2
Dependency,Game Server Manager,Game Server KR-1
Dependency,Game Server NA-1,End of Game Stats Service
Dependency,Game Server NA-2,End of Game Stats Service
Dependency,Game Server EU-1,End of Game Stats Service
Dependency,Game Server EU-2,End of Game Stats Service
Dependency,Game Server KR-1,End of Game Stats Service
Dependency,Game Server NA-1,Anti-Cheat Service
Dependency,Game Server NA-2,Anti-Cheat Service
Dependency,Game Server EU-1,Anti-Cheat Service
Dependency,Game Server EU-2,Anti-Cheat Service
Dependency,Game Server KR-1,Anti-Cheat Service
Dependency,Game Server NA-1,Event Bus
Dependency,Game Server NA-2,Event Bus
Dependency,Game Server EU-1,Event Bus
Dependency,Game Server EU-2,Event Bus
Dependency,Game Server KR-1,Event Bus
Dependency,End of Game Stats Service,Ranked LP Service
Dependency,End of Game Stats Service,Mastery Service
Dependency,End of Game Stats Service,Summoner Profile Service
Dependency,Spectator Service,Game Server NA-1
Dependency,Spectator Service,Game Server NA-2
Dependency,Spectator Service,Game Server EU-1
Dependency,Spectator Service,Game Server EU-2
Dependency,Spectator Service,Game Server KR-1
Dependency,Replay Service,Game Server NA-1
Dependency,Replay Service,Game Server EU-1
Dependency,Esports Data Service,Event Bus
Dependency,Esports Data Service,Summoner Profile Service
Dependency,Global Load Balancer,Regional Load Balancer NA
Dependency,Global Load Balancer,Regional Load Balancer EU
Dependency,Global Load Balancer,Regional Load Balancer KR
Dependency,Regional Load Balancer NA,Matchmaking Queue NA
Dependency,Regional Load Balancer NA,API Gateway
Dependency,Regional Load Balancer EU,Matchmaking Queue EU
Dependency,Regional Load Balancer KR,Matchmaking Queue KR
Dependency,API Gateway,Riot Sign On (RSO)
Dependency,API Gateway,Store Service
Dependency,API Gateway,Summoner Profile Service
Dependency,API Gateway,Esports Data Service
Dependency,API Gateway,Clash Service
Dependency,Store Service,Hextech Loot Service
Dependency,Store Service,Summoner Profile Service
Dependency,Hextech Loot Service,Summoner Profile Service
Dependency,Clash Service,Matchmaking Queue NA
Dependency,Clash Service,Summoner Profile Service
Dependency,Chat Service,Presence Service
Dependency,Chat Service,Notification Service
Dependency,Friends Service,Presence Service
Dependency,Friends Service,Summoner Profile Service
Dependency,Summoner Profile Service,Ranked LP Service
Dependency,Summoner Profile Service,Mastery Service
Dependency,Mastery Service,Champion Data Service
Dependency,Analytics Pipeline,Event Bus
Dependency,Player Telemetry Service,Analytics Pipeline
Dependency,Monitoring & Alerting,Event Bus
Dependency,Configuration Service,Matchmaking Queue NA
Dependency,Configuration Service,Matchmaking Queue EU
Dependency,Configuration Service,Matchmaking Queue KR
Dependency,Configuration Service,Game Server Manager
Dependency,Presence Service,Session Cache
